"Date","Price","Open","High","Low","Vol.","Change %"
"07/20/2018","1,860.00","1,880.00","1,880.00","1,860.00","0.06K","-0.53%"
"07/18/2018","1,870.00","1,870.00","1,870.00","1,870.00","0.04K","0.00%"
"07/16/2018","1,870.00","1,830.00","1,870.00","1,815.10","0.24K","0.64%"
"07/13/2018","1,858.20","1,880.00","1,885.01","1,840.00","0.20K","0.44%"
"07/11/2018","1,850.00","1,875.00","1,880.00","1,850.00","0.14K","1.09%"
"07/05/2018","1,830.00","1,830.00","1,830.00","1,830.00","0.02K","-1.61%"
"07/04/2018","1,860.00","1,860.00","1,860.00","1,850.00","0.10K","-2.11%"
"07/03/2018","1,900.00","1,900.00","1,900.00","1,900.00","0.14K","1.06%"
"07/02/2018","1,880.00","1,900.00","1,900.00","1,880.00","0.12K","-1.05%"
"06/29/2018","1,900.00","1,867.00","1,900.00","1,867.00","0.86K","0.00%"
"06/28/2018","1,900.00","1,805.00","1,900.00","1,805.00","0.12K","0.11%"
"06/27/2018","1,898.00","1,930.00","1,930.00","1,898.00","0.12K","1.52%"
"06/26/2018","1,869.61","1,900.00","1,900.00","1,865.01","0.88K","-1.58%"
"06/25/2018","1,899.67","1,940.00","1,940.00","1,899.00","0.14K","-0.02%"
"06/22/2018","1,900.00","1,900.00","1,900.00","1,900.00","0.06K","0.00%"
"06/21/2018","1,900.00","1,950.00","1,950.00","1,897.50","0.18K","-2.65%"
"06/19/2018","1,951.75","1,960.00","1,960.00","1,950.00","0.10K","0.09%"
"06/13/2018","1,950.00","1,950.00","1,950.00","1,950.00","0.02K","0.00%"
"06/11/2018","1,950.00","1,990.10","1,990.10","1,930.00","0.16K","0.00%"
"06/07/2018","1,950.00","1,950.00","1,950.00","1,882.01","1.14K","-0.33%"
"06/06/2018","1,956.50","1,950.00","1,990.00","1,941.00","0.56K","-2.13%"
"06/05/2018","1,999.07","2,000.00","2,000.00","1,997.50","2.02K","-0.05%"
"06/04/2018","2,000.00","2,000.00","2,100.00","2,000.00","1.34K","-1.72%"
"06/01/2018","2,035.00","2,095.00","2,095.00","2,020.00","0.10K","1.75%"
"05/31/2018","2,000.00","2,000.01","2,010.00","1,999.00","0.90K","-3.38%"
"05/30/2018","2,069.99","2,070.00","2,071.00","2,069.99","0.58K","-0.43%"
"05/29/2018","2,079.00","2,001.00","2,088.00","2,050.00","0.72K","3.76%"
"05/28/2018","2,003.67","2,000.00","2,050.00","2,000.00","0.96K","-2.26%"
"05/25/2018","2,050.00","2,050.00","2,050.00","2,050.00","0.04K","-0.41%"
"05/24/2018","2,058.53","2,100.00","2,081.00","2,041.55","0.32K","-4.21%"
"05/23/2018","2,149.00","2,125.00","2,150.00","2,120.00","0.16K","-0.05%"
"05/22/2018","2,150.00","2,199.00","2,200.00","2,057.67","0.54K","-0.74%"
"05/21/2018","2,165.96","2,200.00","2,329.00","2,165.05","0.82K","-4.96%"
"05/18/2018","2,279.00","2,279.00","2,279.00","2,279.00","0.02K","1.33%"
"05/17/2018","2,248.99","2,264.99","2,264.99","2,198.00","0.10K","3.88%"
"05/16/2018","2,165.00","2,198.00","2,198.00","2,165.00","0.08K","-3.35%"
"05/15/2018","2,240.00","2,309.99","2,309.99","2,092.71","0.34K","1.69%"
"05/14/2018","2,202.85","2,210.00","2,299.99","2,202.85","0.52K","-5.00%"
"05/11/2018","2,318.78","2,310.00","2,389.99","2,307.55","0.18K","-4.54%"
"05/10/2018","2,429.00","2,429.00","2,429.00","2,429.00","0.02K","1.89%"
"05/09/2018","2,383.99","2,375.00","2,383.99","2,350.00","0.38K","-0.56%"
"05/08/2018","2,397.50","2,397.50","2,397.50","2,397.50","0.02K","-0.06%"
"05/07/2018","2,399.00","2,399.00","2,399.00","2,399.00","0.02K","0.38%"
"05/03/2018","2,390.00","2,300.00","2,390.00","2,291.00","0.14K","-0.42%"
"04/30/2018","2,399.99","2,424.00","2,424.00","2,345.00","0.14K","0.00%"
"04/27/2018","2,399.98","2,449.00","2,449.00","2,399.98","0.10K","0.55%"
"04/26/2018","2,386.77","2,392.00","2,598.00","2,386.77","1.70K","-5.00%"
"04/25/2018","2,512.38","2,513.00","2,550.00","2,512.38","0.74K","-5.00%"
"04/24/2018","2,644.61","2,781.00","2,781.00","2,641.95","1.08K","-4.90%"
"04/23/2018","2,781.00","2,615.00","2,888.51","2,615.00","0.06K","1.09%"
"04/20/2018","2,751.00","2,711.00","2,949.99","2,711.00","0.06K","-2.10%"
"04/19/2018","2,810.00","2,800.00","2,825.00","2,800.00","0.06K","2.18%"
"04/17/2018","2,750.00","2,650.00","2,882.25","2,650.00","0.08K","0.18%"
"04/16/2018","2,745.00","2,657.00","2,750.00","2,657.00","0.06K","-1.70%"
"04/13/2018","2,792.50","2,732.00","2,795.00","2,732.00","0.08K","-2.59%"
"04/12/2018","2,866.67","2,843.24","2,954.99","2,850.00","1.02K","-0.29%"
"04/11/2018","2,875.00","2,990.00","2,990.00","2,845.00","0.74K","-3.33%"
"04/10/2018","2,974.00","2,974.00","2,974.00","2,974.00","0.02K","0.05%"
"04/09/2018","2,972.55","3,050.00","3,050.00","2,972.55","0.06K","-5.00%"
"04/06/2018","3,129.00","3,137.00","3,137.00","3,129.00","0.06K","4.30%"
"04/04/2018","3,000.00","3,143.00","3,143.00","3,000.00","0.14K","-1.41%"
"04/03/2018","3,043.00","3,043.00","3,043.00","3,043.00","0.02K","3.50%"
"04/02/2018","2,940.00","2,850.00","2,974.00","2,811.00","0.08K","3.25%"
"03/30/2018","2,847.50","2,800.00","2,900.00","2,800.00","0.18K","2.22%"
"03/29/2018","2,785.57","2,838.99","2,838.99","2,779.99","0.16K","1.94%"
"03/28/2018","2,732.62","2,739.00","2,750.00","2,699.99","0.28K","-0.15%"
"03/27/2018","2,736.80","2,809.99","2,809.99","2,660.00","0.32K","1.67%"
"03/26/2018","2,691.80","2,699.00","2,760.00","2,650.00","0.50K","-0.23%"
"03/22/2018","2,698.00","2,680.00","2,745.99","2,680.00","0.98K","-2.44%"
"03/21/2018","2,765.55","2,713.05","2,775.00","2,712.00","0.24K","-3.11%"
"03/20/2018","2,854.37","2,854.37","2,995.00","2,854.37","0.38K","-5.00%"
"03/19/2018","3,004.60","2,861.01","3,042.00","2,861.01","0.10K","0.15%"
"03/16/2018","3,000.00","3,000.00","3,001.00","3,000.00","0.06K","0.16%"
"03/15/2018","2,995.17","2,980.00","2,999.00","2,980.00","0.12K","3.28%"
"03/14/2018","2,900.00","3,049.98","3,049.98","2,900.00","0.04K","-0.98%"
"03/08/2018","2,928.83","2,836.00","2,939.00","2,835.75","0.44K","-1.88%"
"03/07/2018","2,985.00","2,985.00","2,985.00","2,985.00","0.02K","2.58%"
"03/06/2018","2,910.00","2,923.18","2,923.18","2,910.00","0.04K","4.53%"
"03/05/2018","2,784.00","2,787.80","2,787.80","2,600.00","0.24K","4.86%"
"03/02/2018","2,655.05","2,626.00","2,700.00","2,626.00","0.08K","-3.80%"
"03/01/2018","2,760.00","2,760.00","2,760.00","2,760.00","0.02K","-4.81%"
"02/28/2018","2,899.60","2,964.98","2,964.98","2,690.00","0.40K","2.64%"
"02/26/2018","2,824.99","2,824.99","2,824.99","2,824.99","0.04K","4.38%"
"02/23/2018","2,706.50","2,713.25","2,713.25","2,700.00","0.48K","4.74%"
"02/22/2018","2,584.05","2,584.05","2,584.05","2,584.05","0.08K","5.00%"
"02/19/2018","2,461.00","2,461.00","2,461.00","2,461.00","0.02K","0.45%"
"02/15/2018","2,450.00","2,450.00","2,450.00","2,450.00","0.10K","-2.00%"
"02/09/2018","2,500.00","2,500.00","2,500.00","2,499.00","0.12K","1.01%"
"02/07/2018","2,475.00","2,441.00","2,499.00","2,440.00","0.14K","-0.96%"
"02/06/2018","2,499.00","2,499.00","2,499.00","2,499.00","0.02K","0.00%"
"01/31/2018","2,499.00","2,499.00","2,499.00","2,499.00","0.02K","4.00%"
"01/29/2018","2,403.00","2,500.00","2,500.00","2,403.00","0.04K","-3.88%"
"01/26/2018","2,500.00","2,500.00","2,500.00","2,500.00","0.02K","0.00%"
"01/25/2018","2,500.00","2,500.00","2,500.00","2,500.00","0.04K","-0.79%"
"01/24/2018","2,520.00","2,520.00","2,520.00","2,520.00","0.02K","0.80%"
"01/23/2018","2,500.00","2,400.00","2,500.00","2,400.00","0.04K","0.00%"
"01/22/2018","2,500.00","2,497.00","2,500.00","2,497.00","1.54K","3.05%"
"01/19/2018","2,426.01","2,403.00","2,426.01","2,403.00","0.06K","-2.96%"
"01/18/2018","2,500.00","2,500.00","2,500.00","2,500.00","0.08K","-0.79%"
"01/17/2018","2,520.00","2,507.98","2,520.00","2,507.98","0.08K","5.00%"
"01/15/2018","2,400.00","2,400.00","2,400.00","2,400.00","0.02K","-4.76%"
"01/11/2018","2,520.00","2,520.00","2,520.00","2,520.00","0.04K","0.00%"
"01/10/2018","2,520.00","2,450.00","2,540.00","2,450.00","0.08K","2.86%"
"01/09/2018","2,450.00","2,450.00","2,450.00","2,450.00","0.02K","-1.87%"
"01/08/2018","2,496.66","2,511.00","2,594.00","2,490.00","0.56K","-4.10%"
"01/04/2018","2,603.27","2,625.00","2,625.00","2,599.00","0.30K","0.13%"
"01/02/2018","2,600.00","2,700.00","2,700.00","2,600.00","0.62K","0.98%"
"01/01/2018","2,574.88","2,574.80","2,574.88","2,570.00","2.32K","5.00%"
